ENSMUST00000178537 ENSMUSG00000095668
ENSMUST00000148303 ENSMUSG00000030956
ENSMUST00000109353 ENSMUSG00000051786
ENSMUST00000164717 ENSMUSG00000051786
ENSMUST00000163290 ENSMUSG00000051786
ENSMUST00000041656 ENSMUSG00000051786
ENSMUST00000166994 ENSMUSG00000051786
ENSMUST00000169208 ENSMUSG00000051786
ENSMUST00000166480 ENSMUSG00000051786
ENSMUST00000168256 ENSMUSG00000051786
ENSMUST00000170877 ENSMUSG00000051786
ENSMUST00000169069 ENSMUSG00000051786
ENSMUST00000039725 ENSMUSG00000039748
ENSMUST00000195196 ENSMUSG00000039748
ENSMUST00000194306 ENSMUSG00000039748
ENSMUST00000193822 ENSMUSG00000039748
ENSMUST00000193858 ENSMUSG00000039748
ENSMUST00000191680 ENSMUSG00000039748
ENSMUST00000194636 ENSMUSG00000039748
ENSMUST00000193610 ENSMUSG00000039748
ENSMUST00000194816 ENSMUSG00000039748
ENSMUST00000192378 ENSMUSG00000039748
ENSMUST00000040468 ENSMUSG00000038225
ENSMUST00000132472 ENSMUSG00000038225
ENSMUST00000136335 ENSMUSG00000038225
ENSMUST00000125319 ENSMUSG00000038225
ENSMUST00000123328 ENSMUSG00000038225
ENSMUST00000070892 ENSMUSG00000056632
ENSMUST00000190954 ENSMUSG00000030600
ENSMUST00000189877 ENSMUSG00000030600
ENSMUST00000191267 ENSMUSG00000030600
ENSMUST00000108288 ENSMUSG00000030600
ENSMUST00000055110 ENSMUSG00000030600
ENSMUST00000018755 ENSMUSG00000020388
ENSMUST00000093109 ENSMUSG00000020388
ENSMUST00000144477 ENSMUSG00000020388
ENSMUST00000127271 ENSMUSG00000020388
ENSMUST00000151948 ENSMUSG00000020388
ENSMUST00000183888 ENSMUSG00000079629
ENSMUST00000115169 ENSMUSG00000079629
ENSMUST00000110537 ENSMUSG00000027224
ENSMUST00000110538 ENSMUSG00000027224
ENSMUST00000155561 ENSMUSG00000027224
ENSMUST00000148417 ENSMUSG00000027224
ENSMUST00000154412 ENSMUSG00000027224
ENSMUST00000147788 ENSMUSG00000027224
ENSMUST00000028653 ENSMUSG00000027224
ENSMUST00000010038 ENSMUSG00000009894
ENSMUST00000120940 ENSMUSG00000009894
ENSMUST00000156146 ENSMUSG00000009894
ENSMUST00000136436 ENSMUSG00000009894
ENSMUST00000132969 ENSMUSG00000009894
ENSMUST00000145550 ENSMUSG00000009894
ENSMUST00000150297 ENSMUSG00000009894
ENSMUST00000125846 ENSMUSG00000009894
ENSMUST00000176376 ENSMUSG00000093692
ENSMUST00000001130 ENSMUSG00000001103
ENSMUST00000125670 ENSMUSG00000001103
ENSMUST00000054450 ENSMUSG00000014771
ENSMUST00000154293 ENSMUSG00000014771
ENSMUST00000139610 ENSMUSG00000014771
ENSMUST00000137233 ENSMUSG00000014771
ENSMUST00000125709 ENSMUSG00000014771
ENSMUST00000025966 ENSMUSG00000025002
ENSMUST00000025243 ENSMUSG00000024384
ENSMUST00000166493 ENSMUSG00000096869
ENSMUST00000178376 ENSMUSG00000096869
ENSMUST00000044159 ENSMUSG00000060807
ENSMUST00000152517 ENSMUSG00000060807
ENSMUST00000085673 ENSMUSG00000036986
ENSMUST00000114136 ENSMUSG00000036986
ENSMUST00000135310 ENSMUSG00000036986
ENSMUST00000126690 ENSMUSG00000036986
ENSMUST00000148628 ENSMUSG00000036986
ENSMUST00000124063 ENSMUSG00000036986
ENSMUST00000154572 ENSMUSG00000036986
ENSMUST00000153820 ENSMUSG00000036986
ENSMUST00000148301 ENSMUSG00000036986
ENSMUST00000138775 ENSMUSG00000036986
ENSMUST00000130459 ENSMUSG00000036986
ENSMUST00000124982 ENSMUSG00000036986
ENSMUST00000060167 ENSMUSG00000044287
ENSMUST00000118920 ENSMUSG00000044287
ENSMUST00000023835 ENSMUSG00000023073
ENSMUST00000033979 ENSMUSG00000031574
ENSMUST00000006181 ENSMUSG00000006024
ENSMUST00000127637 ENSMUSG00000006024
ENSMUST00000124563 ENSMUSG00000006024
ENSMUST00000132828 ENSMUSG00000006024
ENSMUST00000139507 ENSMUSG00000006024
ENSMUST00000150208 ENSMUSG00000006024
ENSMUST00000140640 ENSMUSG00000006024
ENSMUST00000045747 ENSMUSG00000036856
ENSMUST00000079490 ENSMUSG00000055733
ENSMUST00000059844 ENSMUSG00000023973
ENSMUST00000129200 ENSMUSG00000023973
ENSMUST00000145877 ENSMUSG00000023973
ENSMUST00000121671 ENSMUSG00000023973
ENSMUST00000148656 ENSMUSG00000023973
ENSMUST00000143989 ENSMUSG00000053368
ENSMUST00000065745 ENSMUSG00000053368
ENSMUST00000110496 ENSMUSG00000053368
ENSMUST00000138901 ENSMUSG00000053368
ENSMUST00000131212 ENSMUSG00000053368
ENSMUST00000150687 ENSMUSG00000054404
ENSMUST00000108158 ENSMUSG00000054404
ENSMUST00000067443 ENSMUSG00000054404
ENSMUST00000108157 ENSMUSG00000054404
ENSMUST00000103217 ENSMUSG00000028975
ENSMUST00000128067 ENSMUSG00000028975
ENSMUST00000154860 ENSMUSG00000028975
ENSMUST00000134747 ENSMUSG00000028975
ENSMUST00000148203 ENSMUSG00000028975
ENSMUST00000060833 ENSMUSG00000000544
ENSMUST00000166159 ENSMUSG00000000544
ENSMUST00000027847 ENSMUSG00000000544
ENSMUST00000166860 ENSMUSG00000000544
ENSMUST00000118955 ENSMUSG00000000861
ENSMUST00000127494 ENSMUSG00000000861
ENSMUST00000000881 ENSMUSG00000000861
ENSMUST00000124148 ENSMUSG00000000861
ENSMUST00000109516 ENSMUSG00000000861
ENSMUST00000109514 ENSMUSG00000000861
ENSMUST00000139632 ENSMUSG00000029209
ENSMUST00000031117 ENSMUSG00000029209
ENSMUST00000154018 ENSMUSG00000029209
ENSMUST00000173927 ENSMUSG00000029209
ENSMUST00000145775 ENSMUSG00000029209
ENSMUST00000120789 ENSMUSG00000029209
ENSMUST00000144203 ENSMUSG00000029209
ENSMUST00000174233 ENSMUSG00000029209
ENSMUST00000153536 ENSMUSG00000029209
ENSMUST00000166298 ENSMUSG00000029209
ENSMUST00000115522 ENSMUSG00000022842
ENSMUST00000119224 ENSMUSG00000022842
ENSMUST00000120394 ENSMUSG00000022842
ENSMUST00000147849 ENSMUSG00000022842
ENSMUST00000003898 ENSMUSG00000022842
ENSMUST00000152246 ENSMUSG00000022842
ENSMUST00000122306 ENSMUSG00000022842
ENSMUST00000133344 ENSMUSG00000022842
ENSMUST00000145511 ENSMUSG00000022842
ENSMUST00000125971 ENSMUSG00000022842
ENSMUST00000079600 ENSMUSG00000022842
ENSMUST00000025745 ENSMUSG00000024829
ENSMUST00000139844 ENSMUSG00000024829
ENSMUST00000025743 ENSMUSG00000024829
ENSMUST00000155870 ENSMUSG00000024829
ENSMUST00000141610 ENSMUSG00000024829
ENSMUST00000154785 ENSMUSG00000024829
ENSMUST00000117648 ENSMUSG00000040785
ENSMUST00000147352 ENSMUSG00000040785
ENSMUST00000149753 ENSMUSG00000040785
ENSMUST00000150346 ENSMUSG00000040785
ENSMUST00000155692 ENSMUSG00000040785
ENSMUST00000153988 ENSMUSG00000040785
ENSMUST00000145432 ENSMUSG00000040785
ENSMUST00000130960 ENSMUSG00000040785
ENSMUST00000139513 ENSMUSG00000040785
ENSMUST00000141856 ENSMUSG00000040785
ENSMUST00000143145 ENSMUSG00000040785
ENSMUST00000154243 ENSMUSG00000040785
ENSMUST00000153062 ENSMUSG00000040785
ENSMUST00000127911 ENSMUSG00000040785
ENSMUST00000152117 ENSMUSG00000040785
ENSMUST00000150097 ENSMUSG00000040785
ENSMUST00000122895 ENSMUSG00000040785
ENSMUST00000151770 ENSMUSG00000040785
ENSMUST00000147046 ENSMUSG00000040785
ENSMUST00000149885 ENSMUSG00000040785
ENSMUST00000127667 ENSMUSG00000040785
ENSMUST00000119131 ENSMUSG00000040785
ENSMUST00000151192 ENSMUSG00000040785
ENSMUST00000145883 ENSMUSG00000040785
ENSMUST00000141176 ENSMUSG00000040785
ENSMUST00000139607 ENSMUSG00000040785
ENSMUST00000141192 ENSMUSG00000040785
ENSMUST00000154196 ENSMUSG00000040785
ENSMUST00000131429 ENSMUSG00000040785
ENSMUST00000129536 ENSMUSG00000040785
ENSMUST00000106259 ENSMUSG00000025579
ENSMUST00000026666 ENSMUSG00000025579
ENSMUST00000106258 ENSMUSG00000025579
ENSMUST00000128753 ENSMUSG00000025579
ENSMUST00000132706 ENSMUSG00000025579
ENSMUST00000150562 ENSMUSG00000025579
ENSMUST00000138510 ENSMUSG00000025579
ENSMUST00000143288 ENSMUSG00000025579
ENSMUST00000027929 ENSMUSG00000026620
ENSMUST00000192657 ENSMUSG00000026620
ENSMUST00000093040 ENSMUSG00000053291
ENSMUST00000153511 ENSMUSG00000053291
ENSMUST00000134462 ENSMUSG00000053291
ENSMUST00000152753 ENSMUSG00000053291
ENSMUST00000131278 ENSMUSG00000053291
ENSMUST00000131420 ENSMUSG00000053291
ENSMUST00000128409 ENSMUSG00000053291
ENSMUST00000141906 ENSMUSG00000053291
ENSMUST00000060125 ENSMUSG00000046480
ENSMUST00000106176 ENSMUSG00000028869
ENSMUST00000030684 ENSMUSG00000028869
ENSMUST00000136910 ENSMUSG00000028869
ENSMUST00000125078 ENSMUSG00000028869
ENSMUST00000147390 ENSMUSG00000028869
ENSMUST00000147550 ENSMUSG00000028869
ENSMUST00000131597 ENSMUSG00000005628
ENSMUST00000005769 ENSMUSG00000005628
ENSMUST00000107227 ENSMUSG00000005628
ENSMUST00000130545 ENSMUSG00000005628
ENSMUST00000135867 ENSMUSG00000005628
ENSMUST00000149898 ENSMUSG00000005628
ENSMUST00000154520 ENSMUSG00000086361
ENSMUST00000006662 ENSMUSG00000006490
ENSMUST00000119142 ENSMUSG00000062209
ENSMUST00000121473 ENSMUSG00000062209
ENSMUST00000153432 ENSMUSG00000062209
ENSMUST00000131148 ENSMUSG00000062209
ENSMUST00000126682 ENSMUSG00000062209
ENSMUST00000047577 ENSMUSG00000042414
ENSMUST00000014996 ENSMUSG00000014852
ENSMUST00000102891 ENSMUSG00000014852
ENSMUST00000147216 ENSMUSG00000014852
ENSMUST00000061334 ENSMUSG00000046994
ENSMUST00000118282 ENSMUSG00000034218
ENSMUST00000126598 ENSMUSG00000034218
ENSMUST00000132249 ENSMUSG00000034218
ENSMUST00000132403 ENSMUSG00000034218
ENSMUST00000150244 ENSMUSG00000034218
ENSMUST00000058210 ENSMUSG00000015766
ENSMUST00000111878 ENSMUSG00000015766
ENSMUST00000147526 ENSMUSG00000015766
ENSMUST00000100841 ENSMUSG00000015766
ENSMUST00000130274 ENSMUSG00000015766
ENSMUST00000134630 ENSMUSG00000015766
ENSMUST00000156916 ENSMUSG00000015766
ENSMUST00000153933 ENSMUSG00000015766
ENSMUST00000146442 ENSMUSG00000015766
ENSMUST00000132920 ENSMUSG00000015766
ENSMUST00000127179 ENSMUSG00000015766
ENSMUST00000152046 ENSMUSG00000015766
ENSMUST00000139753 ENSMUSG00000015766
ENSMUST00000071304 ENSMUSG00000058731
ENSMUST00000004681 ENSMUSG00000004565
ENSMUST00000111070 ENSMUSG00000004565
ENSMUST00000109069 ENSMUSG00000078906
ENSMUST00000109070 ENSMUSG00000078906
ENSMUST00000129651 ENSMUSG00000026649
ENSMUST00000151340 ENSMUSG00000026649
ENSMUST00000027959 ENSMUSG00000026649
ENSMUST00000148200 ENSMUSG00000026649
ENSMUST00000127394 ENSMUSG00000026649
ENSMUST00000143623 ENSMUSG00000026649
ENSMUST00000156789 ENSMUSG00000026649
ENSMUST00000124157 ENSMUSG00000026649
ENSMUST00000082287 ENSMUSG00000058523
ENSMUST00000048026 ENSMUSG00000038210
ENSMUST00000131495 ENSMUSG00000038210
ENSMUST00000062609 ENSMUSG00000054931
ENSMUST00000100145 ENSMUSG00000075378
ENSMUST00000071419 ENSMUSG00000072487
ENSMUST00000136698 ENSMUSG00000072487
ENSMUST00000151999 ENSMUSG00000072487
ENSMUST00000126186 ENSMUSG00000072487
ENSMUST00000110021 ENSMUSG00000072487
ENSMUST00000058644 ENSMUSG00000048004
ENSMUST00000183694 ENSMUSG00000048004
ENSMUST00000184209 ENSMUSG00000048004
ENSMUST00000184820 ENSMUSG00000048004
ENSMUST00000184069 ENSMUSG00000048004
ENSMUST00000152855 ENSMUSG00000026162
ENSMUST00000188033 ENSMUSG00000026162
ENSMUST00000092915 ENSMUSG00000020741
ENSMUST00000130398 ENSMUSG00000020741
ENSMUST00000127679 ENSMUSG00000020741
ENSMUST00000155558 ENSMUSG00000020741
ENSMUST00000117818 ENSMUSG00000020741
ENSMUST00000128155 ENSMUSG00000020741
ENSMUST00000191675 ENSMUSG00000102668
ENSMUST00000049294 ENSMUSG00000040824
ENSMUST00000146569 ENSMUSG00000039738
ENSMUST00000040790 ENSMUSG00000039738
ENSMUST00000156542 ENSMUSG00000039738
ENSMUST00000128980 ENSMUSG00000039738
ENSMUST00000145706 ENSMUSG00000039738
ENSMUST00000165830 ENSMUSG00000039738
ENSMUST00000171762 ENSMUSG00000039738
ENSMUST00000171658 ENSMUSG00000039738
ENSMUST00000105007 ENSMUSG00000095814
ENSMUST00000114069 ENSMUSG00000056698
ENSMUST00000070990 ENSMUSG00000056698
ENSMUST00000141833 ENSMUSG00000056698
ENSMUST00000148108 ENSMUSG00000056698
ENSMUST00000140825 ENSMUSG00000056698
ENSMUST00000152705 ENSMUSG00000056698
ENSMUST00000160719 ENSMUSG00000031647
ENSMUST00000161702 ENSMUSG00000031647
ENSMUST00000034066 ENSMUSG00000031647
ENSMUST00000161421 ENSMUSG00000031647
ENSMUST00000027144 ENSMUSG00000025991
ENSMUST00000154141 ENSMUSG00000002812
ENSMUST00000002889 ENSMUSG00000002812
ENSMUST00000154465 ENSMUSG00000002812
ENSMUST00000137226 ENSMUSG00000002812
ENSMUST00000025109 ENSMUSG00000024260
ENSMUST00000178164 ENSMUSG00000024260
ENSMUST00000189964 ENSMUSG00000095852
ENSMUST00000188114 ENSMUSG00000095852
ENSMUST00000179404 ENSMUSG00000095852
ENSMUST00000059256 ENSMUSG00000041353
ENSMUST00000148968 ENSMUSG00000041353
ENSMUST00000141948 ENSMUSG00000041353
ENSMUST00000127532 ENSMUSG00000041353
ENSMUST00000151067 ENSMUSG00000041353
ENSMUST00000155740 ENSMUSG00000041353
ENSMUST00000128771 ENSMUSG00000041353
ENSMUST00000134601 ENSMUSG00000041353
ENSMUST00000143526 ENSMUSG00000041353
ENSMUST00000130339 ENSMUSG00000041353
ENSMUST00000173996 ENSMUSG00000041353
ENSMUST00000163233 ENSMUSG00000041353
ENSMUST00000178477 ENSMUSG00000001496
ENSMUST00000001536 ENSMUSG00000001496
ENSMUST00000152713 ENSMUSG00000026921
ENSMUST00000166920 ENSMUSG00000026921
ENSMUST00000100290 ENSMUSG00000026921
ENSMUST00000102907 ENSMUSG00000026921
ENSMUST00000139801 ENSMUSG00000026921
ENSMUST00000174211 ENSMUSG00000026921
ENSMUST00000149460 ENSMUSG00000026921
ENSMUST00000145575 ENSMUSG00000026921
ENSMUST00000173920 ENSMUSG00000026921
ENSMUST00000150404 ENSMUSG00000026921
ENSMUST00000147351 ENSMUSG00000026921
ENSMUST00000174572 ENSMUSG00000026921
ENSMUST00000131112 ENSMUSG00000026921
ENSMUST00000174656 ENSMUSG00000026921
ENSMUST00000152988 ENSMUSG00000026921
ENSMUST00000149789 ENSMUSG00000026921
ENSMUST00000173777 ENSMUSG00000026921
ENSMUST00000174465 ENSMUSG00000026921
ENSMUST00000172683 ENSMUSG00000026921
ENSMUST00000079618 ENSMUSG00000025425
ENSMUST00000075290 ENSMUSG00000025425
ENSMUST00000033290 ENSMUSG00000030986
ENSMUST00000140593 ENSMUSG00000030986
ENSMUST00000106139 ENSMUSG00000030986
ENSMUST00000063669 ENSMUSG00000030986
ENSMUST00000136301 ENSMUSG00000030986
ENSMUST00000146211 ENSMUSG00000030986
ENSMUST00000149876 ENSMUSG00000030986
ENSMUST00000130182 ENSMUSG00000030986
ENSMUST00000135989 ENSMUSG00000030986
ENSMUST00000190193 ENSMUSG00000091345
ENSMUST00000189127 ENSMUSG00000091345
ENSMUST00000165165 ENSMUSG00000091345
ENSMUST00000046206 ENSMUSG00000040446
ENSMUST00000161649 ENSMUSG00000071262
ENSMUST00000162937 ENSMUSG00000071262
ENSMUST00000040802 ENSMUSG00000071262
ENSMUST00000168989 ENSMUSG00000036225
ENSMUST00000025992 ENSMUSG00000036225
ENSMUST00000067620 ENSMUSG00000015970
ENSMUST00000125796 ENSMUSG00000015970
ENSMUST00000118917 ENSMUSG00000015970
ENSMUST00000105378 ENSMUSG00000013833
ENSMUST00000165684 ENSMUSG00000013833
ENSMUST00000170375 ENSMUSG00000013833
ENSMUST00000163125 ENSMUSG00000013833
ENSMUST00000164705 ENSMUSG00000013833
ENSMUST00000166964 ENSMUSG00000013833
ENSMUST00000170409 ENSMUSG00000013833
ENSMUST00000002275 ENSMUSG00000002205
ENSMUST00000134750 ENSMUSG00000002205
ENSMUST00000171821 ENSMUSG00000002205
ENSMUST00000147952 ENSMUSG00000002205
ENSMUST00000165957 ENSMUSG00000002205
ENSMUST00000144515 ENSMUSG00000002205
ENSMUST00000125705 ENSMUSG00000002205
ENSMUST00000136069 ENSMUSG00000002205
ENSMUST00000135783 ENSMUSG00000002205
ENSMUST00000109525 ENSMUSG00000020280
ENSMUST00000020520 ENSMUSG00000020280
ENSMUST00000058163 ENSMUSG00000020280
ENSMUST00000136365 ENSMUSG00000020280
ENSMUST00000143117 ENSMUSG00000020280
ENSMUST00000139646 ENSMUSG00000020280
ENSMUST00000142287 ENSMUSG00000020280
ENSMUST00000003857 ENSMUSG00000089832
ENSMUST00000132684 ENSMUSG00000089832
ENSMUST00000123190 ENSMUSG00000089832
ENSMUST00000148933 ENSMUSG00000089832
ENSMUST00000140638 ENSMUSG00000089832
ENSMUST00000143239 ENSMUSG00000089832
ENSMUST00000132046 ENSMUSG00000089832
ENSMUST00000152053 ENSMUSG00000089832
ENSMUST00000138449 ENSMUSG00000089832
ENSMUST00000136589 ENSMUSG00000089832
ENSMUST00000126768 ENSMUSG00000089832
ENSMUST00000157078 ENSMUSG00000089832
ENSMUST00000170382 ENSMUSG00000091625
ENSMUST00000175865 ENSMUSG00000091625
ENSMUST00000177144 ENSMUSG00000091625
ENSMUST00000176595 ENSMUSG00000091625
ENSMUST00000035672 ENSMUSG00000039457
ENSMUST00000151682 ENSMUSG00000038119
ENSMUST00000137200 ENSMUSG00000038119
ENSMUST00000119129 ENSMUSG00000038119
ENSMUST00000154652 ENSMUSG00000038119
ENSMUST00000127264 ENSMUSG00000038119
ENSMUST00000042842 ENSMUSG00000038119
ENSMUST00000056071 ENSMUSG00000043263
ENSMUST00000193727 ENSMUSG00000043263
ENSMUST00000045376 ENSMUSG00000039197
ENSMUST00000026012 ENSMUSG00000003555
ENSMUST00000131142 ENSMUSG00000003555
ENSMUST00000156577 ENSMUSG00000003555
ENSMUST00000113846 ENSMUSG00000040732
ENSMUST00000118113 ENSMUSG00000040732
ENSMUST00000113848 ENSMUSG00000040732
ENSMUST00000077773 ENSMUSG00000040732
ENSMUST00000122199 ENSMUSG00000040732
ENSMUST00000171646 ENSMUSG00000040732
ENSMUST00000176345 ENSMUSG00000040732
ENSMUST00000121809 ENSMUSG00000040732
ENSMUST00000177450 ENSMUSG00000040732
ENSMUST00000131656 ENSMUSG00000048351
ENSMUST00000134394 ENSMUSG00000048351
ENSMUST00000073764 ENSMUSG00000048351
ENSMUST00000141423 ENSMUSG00000048351
ENSMUST00000147054 ENSMUSG00000048351
ENSMUST00000022341 ENSMUSG00000021807
ENSMUST00000005233 ENSMUSG00000005102
ENSMUST00000110874 ENSMUSG00000005102
ENSMUST00000110872 ENSMUSG00000005102
ENSMUST00000110870 ENSMUSG00000005102
ENSMUST00000110877 ENSMUSG00000005102
ENSMUST00000110869 ENSMUSG00000005102
ENSMUST00000125281 ENSMUSG00000005102
ENSMUST00000102527 ENSMUSG00000005102
ENSMUST00000100144 ENSMUSG00000075377
ENSMUST00000034609 ENSMUSG00000032098
ENSMUST00000139389 ENSMUSG00000032098
ENSMUST00000071219 ENSMUSG00000032098
ENSMUST00000150822 ENSMUSG00000032098
ENSMUST00000025208 ENSMUSG00000024350
ENSMUST00000109935 ENSMUSG00000074736
ENSMUST00000144179 ENSMUSG00000074736
ENSMUST00000109934 ENSMUSG00000074736
ENSMUST00000137280 ENSMUSG00000074736
ENSMUST00000149705 ENSMUSG00000074736
ENSMUST00000140870 ENSMUSG00000074736
ENSMUST00000033458 ENSMUSG00000031125
ENSMUST00000146430 ENSMUSG00000029192
ENSMUST00000136189 ENSMUSG00000029192
ENSMUST00000141043 ENSMUSG00000029192
ENSMUST00000126077 ENSMUSG00000029192
ENSMUST00000140607 ENSMUSG00000029192
ENSMUST00000173757 ENSMUSG00000029192
ENSMUST00000124036 ENSMUSG00000029192
ENSMUST00000130417 ENSMUSG00000029192
ENSMUST00000139117 ENSMUSG00000029192
ENSMUST00000173532 ENSMUSG00000029192
ENSMUST00000150813 ENSMUSG00000029192
ENSMUST00000149157 ENSMUSG00000029192
ENSMUST00000141270 ENSMUSG00000029192
ENSMUST00000141017 ENSMUSG00000029192
ENSMUST00000141626 ENSMUSG00000029192
ENSMUST00000156658 ENSMUSG00000029192
ENSMUST00000146252 ENSMUSG00000029192
ENSMUST00000140179 ENSMUSG00000029192
ENSMUST00000150733 ENSMUSG00000029192
ENSMUST00000139182 ENSMUSG00000029192
ENSMUST00000144997 ENSMUSG00000029192
ENSMUST00000136490 ENSMUSG00000029192
ENSMUST00000147603 ENSMUSG00000029192
ENSMUST00000031094 ENSMUSG00000029192
ENSMUST00000171385 ENSMUSG00000029192
ENSMUST00000086282 ENSMUSG00000070844
ENSMUST00000146278 ENSMUSG00000070844
ENSMUST00000142934 ENSMUSG00000070844
ENSMUST00000136957 ENSMUSG00000070844
ENSMUST00000129936 ENSMUSG00000070844
ENSMUST00000173131 ENSMUSG00000092541
ENSMUST00000154586 ENSMUSG00000092541
ENSMUST00000003569 ENSMUSG00000003477
ENSMUST00000152720 ENSMUSG00000003477
ENSMUST00000169862 ENSMUSG00000054321
ENSMUST00000062519 ENSMUSG00000048249
ENSMUST00000144221 ENSMUSG00000048249
ENSMUST00000142539 ENSMUSG00000048249
ENSMUST00000151681 ENSMUSG00000048249
ENSMUST00000132972 ENSMUSG00000048249
ENSMUST00000176845 ENSMUSG00000048249
ENSMUST00000026613 ENSMUSG00000025534
ENSMUST00000126676 ENSMUSG00000025534
ENSMUST00000111308 ENSMUSG00000025534
ENSMUST00000111307 ENSMUSG00000025534
ENSMUST00000122994 ENSMUSG00000025534
ENSMUST00000040380 ENSMUSG00000040430
ENSMUST00000103064 ENSMUSG00000040430
ENSMUST00000134763 ENSMUSG00000040430
ENSMUST00000146680 ENSMUSG00000040430
ENSMUST00000046959 ENSMUSG00000040966
ENSMUST00000185566 ENSMUSG00000032417
ENSMUST00000034988 ENSMUSG00000032417
ENSMUST00000179212 ENSMUSG00000032417
ENSMUST00000034045 ENSMUSG00000031629
ENSMUST00000135432 ENSMUSG00000031629
ENSMUST00000093518 ENSMUSG00000031629
ENSMUST00000153908 ENSMUSG00000031629
ENSMUST00000122838 ENSMUSG00000031629
ENSMUST00000129371 ENSMUSG00000031629
ENSMUST00000136724 ENSMUSG00000031629
ENSMUST00000015725 ENSMUSG00000024191
ENSMUST00000128461 ENSMUSG00000024191
ENSMUST00000135899 ENSMUSG00000024191
ENSMUST00000135824 ENSMUSG00000024191
ENSMUST00000134344 ENSMUSG00000024191
ENSMUST00000126505 ENSMUSG00000024191
ENSMUST00000137989 ENSMUSG00000024191
ENSMUST00000147516 ENSMUSG00000024191
ENSMUST00000131362 ENSMUSG00000024191
ENSMUST00000033506 ENSMUSG00000031166
ENSMUST00000133292 ENSMUSG00000031166
ENSMUST00000130832 ENSMUSG00000031166
ENSMUST00000127062 ENSMUSG00000031166
ENSMUST00000115623 ENSMUSG00000031166
ENSMUST00000131929 ENSMUSG00000031166
ENSMUST00000148135 ENSMUSG00000031166
ENSMUST00000153839 ENSMUSG00000031166
ENSMUST00000149257 ENSMUSG00000031166
ENSMUST00000130050 ENSMUSG00000031166
ENSMUST00000111785 ENSMUSG00000027007
ENSMUST00000111788 ENSMUSG00000027007
ENSMUST00000111784 ENSMUSG00000027007
ENSMUST00000124938 ENSMUSG00000027007
ENSMUST00000133266 ENSMUSG00000027007
ENSMUST00000057977 ENSMUSG00000048636
ENSMUST00000133858 ENSMUSG00000048636
ENSMUST00000180037 ENSMUSG00000024073
ENSMUST00000182944 ENSMUSG00000024073
ENSMUST00000182597 ENSMUSG00000024073
ENSMUST00000182133 ENSMUSG00000024073
ENSMUST00000182382 ENSMUSG00000024073
ENSMUST00000183224 ENSMUSG00000024073
ENSMUST00000182631 ENSMUSG00000024073
ENSMUST00000183189 ENSMUSG00000024073
ENSMUST00000182257 ENSMUSG00000024073
ENSMUST00000182362 ENSMUSG00000024073
ENSMUST00000182108 ENSMUSG00000024073
ENSMUST00000177957 ENSMUSG00000024073
ENSMUST00000182323 ENSMUSG00000024073
ENSMUST00000182845 ENSMUSG00000024073
ENSMUST00000182164 ENSMUSG00000024073
ENSMUST00000182278 ENSMUSG00000024073
ENSMUST00000182221 ENSMUSG00000024073
ENSMUST00000182206 ENSMUSG00000024073
ENSMUST00000182817 ENSMUSG00000024073
ENSMUST00000183010 ENSMUSG00000024073
ENSMUST00000183249 ENSMUSG00000024073
ENSMUST00000182147 ENSMUSG00000024073
ENSMUST00000182804 ENSMUSG00000024073
ENSMUST00000182157 ENSMUSG00000024073
ENSMUST00000190283 ENSMUSG00000095948
ENSMUST00000188091 ENSMUSG00000095948
ENSMUST00000180310 ENSMUSG00000095948
ENSMUST00000125799 ENSMUSG00000073988
ENSMUST00000121491 ENSMUSG00000073988
ENSMUST00000117632 ENSMUSG00000073988
ENSMUST00000098244 ENSMUSG00000073988
ENSMUST00000060315 ENSMUSG00000056144
ENSMUST00000106848 ENSMUSG00000056144
ENSMUST00000106854 ENSMUSG00000056144
ENSMUST00000143414 ENSMUSG00000056144
ENSMUST00000106849 ENSMUSG00000056144
ENSMUST00000023426 ENSMUSG00000022744
ENSMUST00000162057 ENSMUSG00000022744
ENSMUST00000159944 ENSMUSG00000022744
ENSMUST00000162249 ENSMUSG00000022744
